,fname,text
65,m.app developer powertools solana priority fees,"m.app developer powertools solana priority fees.   Solana Priority Fees - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookSolana Priority FeesIntroductionPhantom automatically calculates and applies Priority Fees to all Phantom-generated transactions and dApp-generated transactions that meet our requirements.How Transaction Fees Work on SolanaSolana transactions fees are calculated based on two main parts:• A statically set base fee per signature, and• The computational resources used during the transaction, measured in Compute Units (CU)Since each transaction requires different computational resources, they are allotted a maximum number of compute units, known as the Compute Budget. After the Compute Budget is exhausted, the runtime halts the transaction and returns an error, resulting in a failed transaction.The maximum budget for a transaction is 1.4 million CU, while the total blockspace limit is 48 million CU. Only a few computationally heavy TXs, like a mint or a swap, could fill the entire block, halting other TXs—Hence the need for Priority Fees.The fee priority of a transaction T can be defined as F(T), where F(T) is the ""fee-per compute-unit"", calculated by:(additional_fee+base_fee) / requested_compute_units(additional\_fee + base\_fee)\ /\ requested\_compute\_units(additional_fee+base_fee) / requested_compute_unitsThis means that the more compute units a transaction requests, the more additional fee it will have to pay to maintain the priority in the transaction queue. This prevents computationally heavy transactions from being easily spammed or from filling blocks.Priority Fees CalculationPriority fees are calculated as,priority_fees = compute_budget ∗ compute_unit_pricepriority\_fees\ =\ compute\_budget\ *\ compute\_unit\_pricepriority_fees = compute_budget ∗ compute_unit_pricewhere,compute_budget = # of instructions ∗ compute_unit_limitcompute\_budget\ =\ \#\ of\ instructions\ *\ compute\_unit\_limitcompute_budget = # of instructions ∗ compute_unit_limitHow Phantom Applies Priority Fees to dApp TransactionsAlthough dApps can set their own priority fees on transactions they generate, we highly discourage doing so as it often surfaces unnecessary complexity to end-users. Instead, we recommend that dApp developers let Phantom apply priority fees on the user's behalf.Phantom will calculate and apply Priority Fees to all dApp-generated transactions, provided:• The transaction(s) do not already have signature(s) present• The transaction(s) do not have existing priority fee instructions (computeUnitBudget or computeUnitLimit)• After enhancing transaction(s) with Priority Fees, the size of each transaction will still be less than the byte size limit (1232 bytes)If all of the above conditions are met, Phantom will automatically calculate and apply priority fees at the time of signing. This pattern applies to all Phantom provider methods (signAndSendTransaction, signTransaction , signAllTransactions) across all environments (extension, mobile in-app browser, deeplinks, mobile wallet adapter).Further ReadingFee Transaction Priority | Solana DocsSolana Cookbook | Sending TransactionssolanacookbookRuntime | Solana DocsTransaction Fees | Solana DocsDeveloper Powertools - PreviousSign-In-With (SIW) StandardsNext - Developer PowertoolsSolana Versioned TransactionsLast modified 2mo agoCopy linkOn this pageIntroductionHow Transaction Fees Work on SolanaPriority Fees CalculationHow Phantom Applies Priority Fees to dApp TransactionsFurther Reading "
66,m.app developer powertools solana priority fees#how phantom applies priority fees to dapp transactions,"m.app developer powertools solana priority fees#how phantom applies priority fees to dapp transactions.   Solana Priority Fees - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookSolana Priority FeesIntroductionPhantom automatically calculates and applies Priority Fees to all Phantom-generated transactions and dApp-generated transactions that meet our requirements.How Transaction Fees Work on SolanaSolana transactions fees are calculated based on two main parts:• A statically set base fee per signature, and• The computational resources used during the transaction, measured in Compute Units (CU)Since each transaction requires different computational resources, they are allotted a maximum number of compute units, known as the Compute Budget. After the Compute Budget is exhausted, the runtime halts the transaction and returns an error, resulting in a failed transaction.The maximum budget for a transaction is 1.4 million CU, while the total blockspace limit is 48 million CU. Only a few computationally heavy TXs, like a mint or a swap, could fill the entire block, halting other TXs—Hence the need for Priority Fees.The fee priority of a transaction T can be defined as F(T), where F(T) is the ""fee-per compute-unit"", calculated by:(additional_fee+base_fee) / requested_compute_units(additional\_fee + base\_fee)\ /\ requested\_compute\_units(additional_fee+base_fee) / requested_compute_unitsThis means that the more compute units a transaction requests, the more additional fee it will have to pay to maintain the priority in the transaction queue. This prevents computationally heavy transactions from being easily spammed or from filling blocks.Priority Fees CalculationPriority fees are calculated as,priority_fees = compute_budget ∗ compute_unit_pricepriority\_fees\ =\ compute\_budget\ *\ compute\_unit\_pricepriority_fees = compute_budget ∗ compute_unit_pricewhere,compute_budget = # of instructions ∗ compute_unit_limitcompute\_budget\ =\ \#\ of\ instructions\ *\ compute\_unit\_limitcompute_budget = # of instructions ∗ compute_unit_limitHow Phantom Applies Priority Fees to dApp TransactionsAlthough dApps can set their own priority fees on transactions they generate, we highly discourage doing so as it often surfaces unnecessary complexity to end-users. Instead, we recommend that dApp developers let Phantom apply priority fees on the user's behalf.Phantom will calculate and apply Priority Fees to all dApp-generated transactions, provided:• The transaction(s) do not already have signature(s) present• The transaction(s) do not have existing priority fee instructions (computeUnitBudget or computeUnitLimit)• After enhancing transaction(s) with Priority Fees, the size of each transaction will still be less than the byte size limit (1232 bytes)If all of the above conditions are met, Phantom will automatically calculate and apply priority fees at the time of signing. This pattern applies to all Phantom provider methods (signAndSendTransaction, signTransaction , signAllTransactions) across all environments (extension, mobile in-app browser, deeplinks, mobile wallet adapter).Further ReadingFee Transaction Priority | Solana DocsSolana Cookbook | Sending TransactionssolanacookbookRuntime | Solana DocsTransaction Fees | Solana DocsDeveloper Powertools - PreviousSign-In-With (SIW) StandardsNext - Developer PowertoolsSolana Versioned TransactionsLast modified 2mo agoCopy linkOn this pageIntroductionHow Transaction Fees Work on SolanaPriority Fees CalculationHow Phantom Applies Priority Fees to dApp TransactionsFurther Reading "
67,m.app best practices tokens,"m.app best practices tokens.   Displaying Tokens on Solana - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaFungiblesNFTs & Semi-FungiblesSupported Media TypesDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookDisplaying Tokens on SolanaIf you've created a token on Solana using the SPL Token Program, then your token is compatible with Phantom. If Phantom users own a certain balance of an SPL token, that balance will always appear in their wallet. However, if Phantom cannot find more metadata about that token, it will display the token as ""Unknown"".Searching for MetadataWhen searching for metadata, Phantom will first look to the Token Metadata Program established by Metaplex. This program enhances ordinary SPL token mints with a Metadata Account that describes additional fields such as the token's symbol, image, and description. Some of these fields exist on-chain in the Metadata Account itself, while others exist off-chain in a JSON file that follows a standard format. The link to this off-chain JSON file is found at the Metadata Account's uri field.If a Metadata Account is found, Phantom will prioritize on-chain fields (e.g. name, symbol) before off-chain fields described in the uri JSON file.If a token does not have a Metadata Account, Phantom will fallback to reading metadata from the Solana Labs Token List. This token list is considered deprecated and should not be used to host new tokens.Categorizing TokensPhantom will categorize and display tokens based on their Token Standard. The tokenStandard field can be found in the token's on-chain Metadata Account and is used to describe a token's fungibility. The tokenStandard field has four options:Fungible: A token with simple metadata that can be freely mixed with others of the same mint. Common examples include USDC and SRM.FungibleAsset: A token with metadata that can also have NFT-like attributes. Commonly referred to as Semi-Fungible, these tokens are often used in gaming contexts to support stackable items like a piece of wood.NonFungible: A non-fungible token with a Master Edition account. This is the most popular type of NFT, encompassing well known collections like Solana Monkey Business and DeGods.NonFungibleEdition: A non-fungible token with an Edition account (printed from a Master Edition). This is a helpful feature for creators who want to offer multiple copies of their 1/1 NFTs.ProgrammableNonFungible: A new non-fungible asset class which allows for flexible configuration of various lifecycle rules triggered by specific actions. More info about Programmable NFTs or pNFTs can be found here.If no tokenStandard is set, Phantom will fallback to categorizing tokens based on the following logic:1.If the total mint supply is 1, Phantom will consider the token to be NonFungible.2.If the total mint supply is greater than 1 and the mint has 0 decimals, Phantom will consider the token to be a FungibleAsset.3.Phantom will consider all other tokens to be Fungible.Displaying TokensPhantom will display all Fungible tokens in the Home tab. For more information on Fungible token best practices, please see:FungiblesAll other token standards (FungibleAsset, NonFungible, and NonFungibleEdition) will be displayed in the Collectibles tab. For more information on collectible best practices, please refer to:NFTs & Semi-FungiblesBest Practices - PreviousDisplaying Apps within the Activity TabNextFungiblesLast modified 2mo agoCopy linkOn this pageSearching for MetadataCategorizing TokensDisplaying Tokens "
68,m.app,"m.app.   Introduction - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookIntroductionPhantom is a crypto wallet that can be used to manage digital assets and access decentralized applications on Solana, Polygon, and Ethereum. Phantom is currently available as:A browser extension​An iOS app​An Android app​At its core, Phantom works by creating and managing private keys on behalf of its users. These keys can then be used within Phantom to store funds and sign transactions. Developers can interact with Phantom via both web applications as well as iOS and Android applications.To interact with web applications, the Phantom extension and mobile in-app browser injects a phantom object into the javascript context of every site the user visits. A given web app may then interact with Phantom, and ask for the user's permission to perform transactions, through this injected provider.It's also possible to interact with the Phantom mobile app through universal links and deeplinks. With deeplinks, mobile apps can prompt their users to connect, sign, and send with Phantom directly. Once complete, Phantom will redirect users back to their referring applications.This documentation is intended for developers who are building applications with Phantom. If you are a developer looking for help with an integration, please check out our developer discord. For all other support requests, please visit our Help Center.​Next - IntroductionDeveloper SettingsLast modified 2mo agoCopy link "
69,m.app introduction readme,"m.app introduction readme.   Introduction - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookIntroductionPhantom is a crypto wallet that can be used to manage digital assets and access decentralized applications on Solana, Polygon, and Ethereum. Phantom is currently available as:A browser extension​An iOS app​An Android app​At its core, Phantom works by creating and managing private keys on behalf of its users. These keys can then be used within Phantom to store funds and sign transactions. Developers can interact with Phantom via both web applications as well as iOS and Android applications.To interact with web applications, the Phantom extension and mobile in-app browser injects a phantom object into the javascript context of every site the user visits. A given web app may then interact with Phantom, and ask for the user's permission to perform transactions, through this injected provider.It's also possible to interact with the Phantom mobile app through universal links and deeplinks. With deeplinks, mobile apps can prompt their users to connect, sign, and send with Phantom directly. Once complete, Phantom will redirect users back to their referring applications.This documentation is intended for developers who are building applications with Phantom. If you are a developer looking for help with an integration, please check out our developer discord. For all other support requests, please visit our Help Center.​Next - IntroductionDeveloper SettingsLast modified 2mo agoCopy link "
70,m.app developer powertools blocklist,"m.app developer powertools blocklist.   Phantom Blocklist - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookPhantom BlocklistPhantom hosts a community-maintained repository of malicious websites that target Solana users. If a user navigates to a site that has been deemed malicious, Phantom will redirect them to the Phantom Blocklist Page and and warn them of any suspicious connection requests. The list of these malicious sites is available on GitHub and is open to community contributions.The Phantom Blocklist PageLibrary Integrations - PreviousWeb3-React (V8)Next - Developer PowertoolsSign-In-With (SIW) StandardsLast modified 2mo agoCopy link "
71,m.app ethereum and polygon signing a message,"m.app ethereum and polygon signing a message.   Signing a Message - Phantom Developer Docs    Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookSigning a MessageWhen a web application is connected to Phantom, it can also request that the user signs a given message. Applications are free to write their own messages which will be displayed to users from within Phantom's signature prompt. Message signatures do not involve network fees and are a convenient way for apps to verify ownership of an address. You can see our handleSignMessage implementation to see how you can use libraries such as ethers.js to abstract away some of these intricacies const message = 'To avoid digital dognappers, sign below to authenticate with CryptoCorgis.';const from = accounts[0];const msg = `0x${Buffer.from(message, 'utf8').toString('hex')}`;const sign = await provider.request({ method: 'personal_sign', params: [msg, from, 'Example password'], });Support for ""Sign In With"" StandardsApplications that rely on signing messages to authenticate users can choose to opt-in to one of the various Sign In With (SIW) standards. You can read more about them here.Ethereum & Polygon - PreviousSending a TransactionNext - Ethereum & PolygonProvider API ReferenceLast modified 1mo agoCopy link "
72,m.app resources community guides and sdks,m.app resources community guides and sdks.   Community Guides & SDKs - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookCommunity Guides & SDKsThe following resources have been created by the Phantom developer community. These open source initiatives are free to use but are not actively maintained by Phantom.DeeplinkingiOS​PhantomConnect by Tokr Labs​Unity​Solana-Unity Deeplink Example React Native​Phantom Mobile Wallet Adapter by Phantasia Sports​Resources - PreviousDemo ApplicationsNext - ResourcesLogos & AssetsLast modified 10mo agoCopy link 
73,m.app resources assets,m.app resources assets.   Logos & Assets - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookLogos & AssetsA variety of Phantom logos and assets for your integration can be found here: https://phantom.app/logos.zip​Resources - PreviousCommunity Guides & SDKsLast modified 7mo agoCopy link 
74,m.app solana sending a transaction,"m.app solana sending a transaction.   Sending a Legacy Transaction - Phantom Developer Docs    Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookSending a Legacy TransactionOnce a web application is connected to Phantom, it can prompt the user for permission to send transactions on their behalf.In order to send a transaction, a web application must:1.Create an unsigned transaction.2.Have the transaction be signed and submitted to the network by the user's Phantom wallet.3.Optionally await network confirmation using a Solana JSON RPC connection.For more information about the nature of Solana transactions, please review the solana-web3.js docs as well as the Solana Cookbook.For a sample Phantom transaction, check out our developer sandbox.Signing and Sending a TransactionOnce a transaction is created, the web application may ask the user's Phantom wallet to sign and send the transaction. If accepted, Phantom will sign the transaction with the user's private key and submit it via a Solana JSON RPC connection. By far the easiest and most recommended way of doing this is by using the signAndSendTransaction method on the provider, but it is also possible to do with request. In both cases, the call will return a Promise for an object containing the signature.signAndSendTransaction()request()const provider = getProvider(); // see ""Detecting the Provider""const network = ""<NETWORK_URL>"";const connection = new Connection(network);const transaction = new Transaction();const { signature } = await provider.signAndSendTransaction(transaction);await connection.getSignatureStatus(signature);const provider = getProvider(); // see ""Detecting the Provider""const network = ""<NETWORK_URL>"";const connection = new Connection(network);const transaction = new Transaction();const { signature } = await provider.request({ method: ""signAndSendTransaction"", params: { message: bs58.encode(transaction.serializeMessage()), },});await connection.getSignatureStatus(signature);You can also specify a SendOptions object as a second argument into signAndSendTransaction or as an options parameter when using request.For a live demo of signAndSendTransaction, please refer to the handleSignAndSendTransaction section of our developer sandbox.Other Signing MethodsThe following methods are also supported, but are not recommended over signAndSendTransaction. It is safer for users, and a simpler API for developers, for Phantom to submit the transaction immediately after signing it instead of relying on the application to do so. If you use the methods below, Phantom will display a warning message to users.Signing a Transaction (Without Sending)Once a transaction is created, a web application may ask the user's Phantom wallet to sign the transaction without also submitting it to the network. The easiest and most recommended way of doing this is via the signTransaction method on the provider, but it is also possible to do via request. In both cases, the call will return a Promise for the signed transaction. After the transaction has been signed, an application may submit the transaction itself via web3js's sendRawTransaction.signTransaction()request()const provider = getProvider();const network = ""<NETWORK_URL>"";const connection = new Connection(network);const transaction = new Transaction();const signedTransaction = await provider.signTransaction(transaction);const signature = await connection.sendRawTransaction(signedTransaction.serialize());const provider = getProvider();const network = ""<NETWORK_URL>"";const connection = new Connection(network);const transaction = new Transaction();const signedTransaction = await provider.request({ method: ""signTransaction"", params: { message: bs58.encode(transaction.serializeMessage()), },});const signature = await connection.sendRawTransaction(signedTransaction.serialize());Please refer to the handleSignTransaction section of our developer sandbox for an example of signTransaction.Signing Multiple TransactionsIt is also possible to sign and send multiple transactions at once. This is exposed through the signAllTransactions method on the provider.signAllTransactions()request()const signedTransactions = await provider.signAllTransactions(transactions);const message = transactions.map(transaction => { return bs58.encode(transaction.serializeMessage());});const signedTransactions = await provider.request({ method: ""signAllTransactions"", params: { message },});For an example of signAllTransactions, please refer to the handleSignAllTransactions section of our developer sandbox.Solana - PreviousEstablishing a ConnectionNext - SolanaSending a Versioned TransactionLast modified 6mo agoCopy linkOn this pageSigning and Sending a TransactionOther Signing MethodsSigning a Transaction (Without Sending)Signing Multiple Transactions "
